name,url,description,duration,adaptive_support,remote_support,test_type
Apprentice + 8.0 Job Focused Assessment (Variant S18),https://www.shl.com/products/product-catalog/view/apprentice-8-0-job-focused-assessment-4261/?variant=18,"Apprentice + 8.0 Job Focused Assessment: The Apprentice + 8.0 Job-Focused Assessment is a short, targeted, globally applicable assessment which includes a short cognitive ability measure. This…",0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Nurse Solution (Variant T19),https://www.shl.com/products/product-catalog/view/nurse-solution/?variant=19,"Nurse Solution: The Nurse solution is for professional-level healthcare nursing positions that require licensing or registration.  Sample tasks for these jobs include, but are…",0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Gaming Manager Solution (Variant U20),https://www.shl.com/products/product-catalog/view/gaming-manager-solution/?variant=20,"Gaming Manager Solution: The Gaming Manager solution is designed for management level positions within the hospitality industry. Sample tasks include managing operations, supervisors…",0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Director - Short Form (Variant V21),https://www.shl.com/products/product-catalog/view/director-short-form/?variant=21,"Director - Short Form: The Director solution is intended for use with senior level positions responsible for the planning, directing, or coordinating key business activities and…",0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Store Manager Solution (Variant W22),https://www.shl.com/products/product-catalog/view/store-manager-solution/?variant=22,Store Manager Solution: The Store Manager solution is an assessment used for job candidates applying to entry-level leadership positions who tend to supervise hourly employees. Sample…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Contact Center Manager - Short Form (Variant X23),https://www.shl.com/products/product-catalog/view/contact-center-manager-short-form/?variant=23,"Contact Center Manager - Short Form: The Contact Center - Manager solution is for mid to upper-level contact center managerial positions. Sample  tasks for these jobs include, but are not limited…",0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Gaming Manager Solution (Variant Y24),https://www.shl.com/products/product-catalog/view/gaming-manager-solution/?variant=24,"Gaming Manager Solution: The Gaming Manager solution is designed for management level positions within the hospitality industry. Sample tasks include managing operations, supervisors…",0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Support Associate Solution (Variant Z25),https://www.shl.com/products/product-catalog/view/support-associate-solution/?variant=25,Support Associate Solution: The Support Associate solution is designed for entry-level positions that involve little to no interaction with customers. The solution covers a wide variety…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Event Sales Manager Solution (Variant A26),https://www.shl.com/products/product-catalog/view/event-sales-manager-solution/?variant=26,Event Sales Manager Solution: The Event Sales Manager solution is designed for management level positions in the hospitality industry. Sample tasks include selling use of facility space for…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Phone Banker - Short Form (Variant B27),https://www.shl.com/products/product-catalog/view/phone-banker-short-form/?variant=27,Phone Banker - Short Form: This solution is for entry to mid-level financial institution positions. Candidates are asked to answer multiple choice questions to assess learning potential…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Telenurse Solution (Variant C28),https://www.shl.com/products/product-catalog/view/telenurse-solution/?variant=28,"Telenurse Solution: The Telenurse solution is for positions in a healthcare environment that interact with patients over the telephone.  Sample tasks for this job include, but are…",0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
.NET MVC (New) (Variant D29),https://www.shl.com/products/product-catalog/view/net-mvc-new/?variant=29,".NET MVC (New): Multi-choice test that measures the knowledge of Model-View-Controller (MVC) architecture, validation, security, routing, and areas.",0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Insurance Account Manager Solution (Variant E30),https://www.shl.com/products/product-catalog/view/insurance-account-manager-solution/?variant=30,Insurance Account Manager Solution: The Insurance Account Manager solution is for mid-level insurance professionals that manage the day-to-day operations and activities of customer accounts…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Store Manager 7.1 (International) (Variant F31),https://www.shl.com/products/product-catalog/view/store-manager-7-1-%28international%29/?variant=31,Store Manager 7.1 (International): Our Store Manager 7.1 solution is designed for candidates applying to entry-level leadership positions who tend to supervise hourly employees in a retail or…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Prep/Line Cook Solution (Variant G32),https://www.shl.com/products/product-catalog/view/prepline-cook-solution/?variant=32,Prep/Line Cook Solution: The Prep/Line Cook solution is for entry-level food preparation positions in the hospitality industry. Sample tasks include preparing ingredients and final…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Industrial - Semi-skilled 7.1 (International) (Variant H33),https://www.shl.com/products/product-catalog/view/industrial-semi-skilled-7-1-%28international%29/?variant=33,Industrial - Semi-skilled 7.1 (International): Our Industrial – Semi-skilled 7.1 solution is designed for entry-level positions and measures the behaviors and experiences that underlie successful and safe…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
"Bookkeeping, Accounting, Auditing Clerk Short Form (Variant I34)",https://www.shl.com/products/product-catalog/view/bookkeeping-accounting-auditing-clerk-short-form/?variant=34,"Bookkeeping, Accounting, Auditing Clerk Short Form: The Bookkeeping, Accounting, and Auditing Clerk solution is for entry-level positions that involve entering numerical data into computer systems and…",0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Workplace Safety Solution (Variant J35),https://www.shl.com/products/product-catalog/view/workplace-safety-solution/?variant=35,Workplace Safety Solution: The Workplace Safety Solution is designed for entry-level positions to measure the competencies and experiences that underlie successful and safe performance…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
General Entry Level - All Industries 7.1(Americas) (Variant K36),https://www.shl.com/products/product-catalog/view/general-entry-level-all-industries-7-1%28americas%29/?variant=36,General Entry Level - All Industries 7.1(Americas): Our General Entry Level – All Industries 7.1 solution is designed for entry-level positions across industries. This solution predicts the following types of…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Guest Services Associate Solution (Variant L37),https://www.shl.com/products/product-catalog/view/guest-services-associate-solution/?variant=37,Guest Services Associate Solution: The Guest Services Associate solution is designed for entry to mid-level customer service positions in the hospitality industry. The solution is for highly…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
General Entry Level – Data Entry 7.0 Solution (Variant M38),https://www.shl.com/products/product-catalog/view/general-entry-level-data-entry-7-0-solution/?variant=38,General Entry Level – Data Entry 7.0 Solution: Our General Entry Level – Data Entry 7.0 solution is designed for entry-level positions that include entering data into computers or data management systems…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Bank Administrative Assistant - Short Form (Variant N39),https://www.shl.com/products/product-catalog/view/bank-administrative-assistant-short-form/?variant=39,Bank Administrative Assistant - Short Form: The Administrative Assistant solution is for entry-level clerical positions that interact with external or internal customers. Sample tasks for these jobs…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Telenurse Solution (Variant O40),https://www.shl.com/products/product-catalog/view/telenurse-solution/?variant=40,"Telenurse Solution: The Telenurse solution is for positions in a healthcare environment that interact with patients over the telephone.  Sample tasks for this job include, but are…",0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
